Date,Time Control,White,Black,White Rating,Black Rating,White Country,Black Country,Result,Did Jerry Win?,White Accuracy,Black Accuracy,Jerry Accuracy,Moves,Day_of_Week,Color_Played,Opponent Rating,Did Jerry Win numeric,Opponent Accuracy,Color_Played numeric
2022-10-02,1 min,Dizzyscar,Sekerci2084,970,943,United States,Türkiye,White,Win,60.9,67.4,60.9,38,Sunday,White,943,1,67.4,1
2022-10-02,1 min,BillSpindloe,Dizzyscar,935,962,Saudi Arabia,United States,White,Loss,96.7,73.6,73.6,11,Sunday,Black,935,0,96.7,-1
2022-10-02,10 min,Dizzyscar,salomon45,1013,961,United States,Israel,White,Win,86.8,92.1,86.8,26,Sunday,White,961,1,92.1,1
2022-10-02,1 min,Tabusabu,Dizzyscar,939,971,International,United States,Black,Win,68.5,64.9,64.9,45,Sunday,Black,939,1,68.5,-1
2022-10-02,1 min,WesleySanders06,Dizzyscar,1009,963,United States,United States,White,Loss,51.5,53.9,53.9,43,Sunday,Black,1009,0,51.5,-1
2022-10-02,1 min,Dizzyscar,kotakmimpi,970,1019,United States,Indonesia,Black,Loss,54,65.9,54,27,Sunday,White,1019,0,65.9,1
2022-10-02,3 min,BallerAnish,Dizzyscar,778,792,United States,United States,Black,Win,74.5,95.7,95.7,23,Sunday,Black,778,1,74.5,-1
2022-10-02,3 min,Dizzyscar,PradeepChandru,784,861,United States,India,Black,Loss,61.5,66.3,61.5,32,Sunday,White,861,0,66.3,1
2022-10-02,3 min,talesramos,Dizzyscar,780,791,Brazil,United States,White,Loss,63.8,52.7,52.7,35,Sunday,Black,780,0,63.8,-1
2022-10-02,3 min,Dizzyscar,FernandoStgo,800,821,United States,Chile,Black,Loss,67.4,72.6,67.4,62,Sunday,White,821,0,72.6,1
2022-10-02,3 min,Dizzyscar,Julz840000,808,747,United States,United States,White,Win,100,48.3,100,10,Sunday,White,747,1,48.3,1
2022-10-02,3 min,afiq7291,Dizzyscar,782,801,Brunei,United States,White,Loss,93.3,65.8,65.8,19,Sunday,Black,782,0,93.3,-1
2022-10-02,3 min,Dizzyscar,raulantoniogonzalezgarcia,810,863,United States,Mexico,Black,Loss,59.3,82.6,59.3,18,Sunday,White,863,0,82.6,1
2022-10-02,3 min,Al-hakeeem,Dizzyscar,819,817,Jordan,United States,White,Loss,71.9,63.5,63.5,62,Sunday,Black,819,0,71.9,-1
2022-10-02,3 min,GMbebnet,Dizzyscar,805,825,France,United States,White,Loss,72.9,67.2,67.2,55,Sunday,Black,805,0,72.9,-1
2022-10-02,3 min,Dizzyscar,Berger2350,827,816,United States,United States,White,Win,65.7,53.8,65.7,31,Sunday,White,816,1,53.8,1
2022-10-02,1 min,MatiasEspinoza,Dizzyscar,1015,977,Argentina,United States,Black,Win,77.3,73.2,73.2,45,Sunday,Black,1015,1,77.3,-1
2022-10-02,1 min,Dizzyscar,WarMachine800,968,1030,United States,United States,Black,Loss,71.1,84.9,71.1,20,Sunday,White,1030,0,84.9,1
2022-10-02,1 min,wolfy2488,Dizzyscar,939,975,United States,United States,Black,Win,61.8,67.9,67.9,33,Sunday,Black,939,1,61.8,-1
2022-10-02,1 min,saturdaynight20,Dizzyscar,1004,967,United States,United States,White,Loss,76.5,68.7,68.7,15,Sunday,Black,1004,0,76.5,-1
2022-10-02,1 min,Dizzyscar,youch0,974,983,United States,France,White,Win,75.3,88.9,75.3,36,Sunday,White,983,1,88.9,1
2022-10-02,1 min,Dizzyscar,chdoto,965,982,United States,Indonesia,White,Win,70.1,75.7,70.1,34,Sunday,White,982,1,75.7,1
2022-10-02,1 min,Gelomany,Dizzyscar,893,956,Indonesia,United States,Black,Win,73.7,70.1,70.1,44,Sunday,Black,893,1,73.7,-1
2022-10-02,1 min,hemenegildogilkeny,Dizzyscar,906,949,Angola,United States,Black,Win,64.7,55.6,55.6,29,Sunday,Black,906,1,64.7,-1
2022-10-02,1 min,Dizzyscar,Bacci2017,942,979,United States,Italy,Black,Loss,40.4,47.1,40.4,33,Sunday,White,979,0,47.1,1
2022-10-02,1 min,Crudux,Dizzyscar,880,950,Argentina,United States,Black,Win,69,64,64,28,Sunday,Black,880,1,69,-1
2022-10-02,1 min,Dizzyscar,uphatty,943,984,United States,United States,Black,Loss,33.2,52.3,33.2,14,Sunday,White,984,0,52.3,1
2022-10-02,1 min,Dizzyscar,Julian_PMG,950,1029,United States,Argentina,Black,Loss,58.7,72.6,58.7,26,Sunday,White,1029,0,72.6,1
2022-10-02,3 min,Dizzyscar,juansiebenlist,819,755,United States,Argentina,White,Win,62.9,71.9,62.9,48,Sunday,White,755,1,71.9,1
2022-10-02,1 min,Imperioz,Dizzyscar,958,957,Norway,United States,White,Loss,93.9,74.7,74.7,8,Sunday,Black,958,0,93.9,-1
2022-10-02,1 min,juancarloslo,Dizzyscar,1018,965,Chile,United States,White,Loss,86.6,74.9,74.9,26,Sunday,Black,1018,0,86.6,-1
2022-10-02,1 min,maxbear123,Dizzyscar,970,972,United States,United States,White,Loss,70.4,58.5,58.5,25,Sunday,Black,970,0,70.4,-1
2022-10-02,1 min,Dizzyscar,HRVICHAIR,980,967,United States,Bosnia-Herzegovina,White,Win,61.8,54.7,61.8,27,Sunday,White,967,1,54.7,1
2022-10-02,1 min,Dizzyscar,Edier1982,972,989,United States,Colombia,White,Win,79.7,80.4,79.7,40,Sunday,White,989,1,80.4,1
2022-10-02,1 min,JZoellner,Dizzyscar,1062,963,United States,United States,White,Loss,81.9,73.1,73.1,28,Sunday,Black,1062,0,81.9,-1
2022-10-02,1 min,Dizzyscar,PawnBouncer,969,955,United States,United States,White,Win,65.8,64.3,65.8,39,Sunday,White,955,1,64.3,1
2022-10-02,1 min,Dizzyscar,Jeremy1253,961,1000,United States,United States,Black,Loss,49.5,55.7,49.5,47,Sunday,White,1000,0,55.7,1
2022-10-02,1 min,ricky215,Dizzyscar,1003,968,United States,United States,White,Loss,72.6,56.6,56.6,24,Sunday,Black,1003,0,72.6,-1
2022-10-02,1 min,bilegsanaabilgee,Dizzyscar,930,976,Mongolia,United States,White,Loss,68.1,45.8,45.8,14,Sunday,Black,930,0,68.1,-1
2022-10-02,3 min,Dizzyscar,zschull,812,787,United States,United States,White,Win,88.2,83.2,88.2,73,Sunday,White,787,1,83.2,1
2022-10-02,3 min,Dizzyscar,rompehuesos9000,804,740,United States,Mexico,White,Win,68.9,59.5,68.9,36,Sunday,White,740,1,59.5,1
2022-10-02,3 min,reniche,Dizzyscar,772,797,Canada,United States,White,Loss,91.3,71.3,71.3,9,Sunday,Black,772,0,91.3,-1
2022-10-02,3 min,passions117,Dizzyscar,830,806,Canada,United States,White,Loss,68.5,50.4,50.4,25,Sunday,Black,830,0,68.5,-1
2022-10-02,3 min,ubikischess,Dizzyscar,851,814,Georgia,United States,White,Loss,77.4,67.7,67.7,32,Sunday,Black,851,0,77.4,-1
2022-10-02,3 min,mhmyy,Dizzyscar,784,822,Türkiye,United States,Black,Win,50.1,61.7,61.7,41,Sunday,Black,784,1,50.1,-1
2022-10-02,1 min,Dizzyscar,Hzin1,985,963,United States,Brazil,Black,Loss,53,63.7,53,24,Sunday,White,963,0,63.7,1
2022-10-02,1 min,Dizzyscar,cowgambit,994,948,United States,Colombia,White,Win,52.6,47.4,52.6,47,Sunday,White,948,1,47.4,1
2022-10-02,1 min,Dizzyscar,ZelenskyiVladimir,987,999,United States,Ukraine,White,Win,68.3,65.7,68.3,35,Sunday,White,999,1,65.7,1
2022-10-02,1 min,bonth12,Dizzyscar,1024,985,Netherlands,United States,White,Loss,56,47.7,47.7,18,Sunday,Black,1024,0,56,-1
2022-10-02,1 min,Dizzyscar,jankanka,984,998,United States,Czech Republic,White,Win,67.4,49.9,67.4,21,Sunday,White,998,1,49.9,1
2022-10-02,1 min,IbeatGMs,Dizzyscar,992,975,United States,United States,Black,Win,54.2,44.9,44.9,29,Sunday,Black,992,1,54.2,-1
2022-10-01,1 min,ManiGrewal,Dizzyscar,978,966,United States,United States,Black,Win,59.4,69.3,69.3,19,Saturday,Black,978,1,59.4,-1
2022-10-01,1 min,Dizzyscar,alakrady101,957,1012,United States,Egypt,Black,Loss,56.3,60.7,56.3,28,Saturday,White,1012,0,60.7,1
2022-10-01,1 min,GlauberMoreira,Dizzyscar,903,964,Brazil,United States,Black,Win,82.2,73.8,73.8,34,Saturday,Black,903,1,82.2,-1
2022-10-01,1 min,Chesslaw97,Dizzyscar,930,957,Poland,United States,Black,Win,54.1,47.5,47.5,28,Saturday,Black,930,1,54.1,-1
2022-10-01,1 min,DeterminedFeast,Dizzyscar,932,949,United States,United States,Black,Win,59,60.9,60.9,59,Saturday,Black,932,1,59,-1
2022-10-01,1 min,Dizzyscar,sem_knijn,941,932,United States,Belgium,White,Win,57.1,65.2,57.1,43,Saturday,White,932,1,65.2,1
2022-10-01,1 min,Dizzyscar,Neganedaa,933,927,United States,South Korea,Black,Loss,57.4,61.2,57.4,26,Saturday,White,927,0,61.2,1
2022-10-01,1 min,cmcmanama,Dizzyscar,961,942,United States,United States,White,Loss,82.7,63.2,63.2,15,Saturday,Black,961,0,82.7,-1
2022-09-30,1 min,Dizzyscar,lawartina,950,986,United States,Argentina,Black,Loss,66.2,77.7,66.2,21,Friday,White,986,0,77.7,1
2022-09-30,1 min,Dizzyscar,AKHILPALLA,958,933,United States,India,Black,Loss,55.1,67.6,55.1,27,Friday,White,933,0,67.6,1
2022-09-30,1 min,ashwinnarkhede,Dizzyscar,975,967,India,United States,Draw,Draw,77.1,71.7,71.7,40,Friday,Black,975,0,77.1,-1
2022-09-30,1 min,dominickam,Dizzyscar,1069,967,United States,United States,White,Loss,62.8,61.4,61.4,58,Friday,Black,1069,0,62.8,-1
2022-09-30,1 min,Dizzyscar,mankenapalli,973,942,United States,India,Black,Loss,69.8,82.8,69.8,46,Friday,White,942,0,82.8,1
2022-09-30,1 min,razjuice,Dizzyscar,945,982,Canada,United States,Black,Win,53.8,66.5,66.5,23,Friday,Black,945,1,53.8,-1
2022-09-30,1 min,Dizzyscar,rjb910,975,911,United States,Australia,White,Win,59.8,71.4,59.8,39,Friday,White,911,1,71.4,1
2022-09-30,1 min,smolyui,Dizzyscar,971,968,United States,United States,White,Loss,79.7,73.8,73.8,55,Friday,Black,971,0,79.7,-1
2022-09-30,1 min,Dizzyscar,serhankeret,976,982,United States,Türkiye,White,Win,65.2,66.7,65.2,40,Friday,White,982,1,66.7,1
2022-09-30,1 min,Dizzyscar,Locked_account,967,978,United States,Vatican City,White,Win,50.9,49.7,50.9,38,Friday,White,978,1,49.7,1
2022-09-30,1 min,tja1mmm,Dizzyscar,963,958,Brazil,United States,Black,Win,73.5,80,80,46,Friday,Black,963,1,73.5,-1
2022-09-30,1 min,Dizzyscar,craigsalad,950,897,United States,United States,White,Win,78.1,85.5,78.1,27,Friday,White,897,1,85.5,1
2022-09-30,1 min,diegohernanramos,Dizzyscar,1032,943,Argentina,United States,White,Loss,58.2,43.9,43.9,18,Friday,Black,1032,0,58.2,-1
2022-09-30,1 min,Dizzyscar,bck6,949,975,United States,Türkiye,Black,Loss,61.1,76.3,61.1,6,Friday,White,975,0,76.3,1
2022-09-30,1 min,riddiBR,Dizzyscar,977,957,Brazil,United States,Black,Win,51.7,43.1,43.1,28,Friday,Black,977,1,51.7,-1
2022-09-30,1 min,Dizzyscar,lucasmwilliams,948,988,United States,United States,Black,Loss,59.5,68.2,59.5,23,Friday,White,988,0,68.2,1
2022-09-30,1 min,juanca777777,Dizzyscar,969,955,Chile,United States,White,Loss,77.7,42.6,42.6,14,Friday,Black,969,0,77.7,-1
2022-09-30,1 min,Dizzyscar,Chestigator,963,962,United States,United States,White,Win,58.4,73.8,58.4,18,Friday,White,962,1,73.8,1
2022-09-30,10 min,jaimematen,Dizzyscar,1011,1004,Spain,United States,Black,Win,54.3,70.9,70.9,23,Friday,Black,1011,1,54.3,-1
2022-09-30,1 min,Dizzyscar,PeterNicolaas,955,1002,United States,Netherlands,Draw,Draw,63.9,68.9,63.9,51,Friday,White,1002,0,68.9,1
2022-09-30,1 min,Sammgon,Dizzyscar,983,954,India,United States,White,Loss,57.4,50.6,50.6,15,Friday,Black,983,0,57.4,-1
2022-09-30,1 min,alexkogan1977,Dizzyscar,940,962,United States,United States,White,Loss,96.5,33.3,33.3,4,Friday,Black,940,0,96.5,-1
2022-09-30,1 min,Dizzyscar,kikocoripe,971,965,United States,Spain,Draw,Draw,72.1,78.3,72.1,48,Friday,White,965,0,78.3,1
2022-09-30,1 min,The_Reckoner,Dizzyscar,1002,971,United States,United States,Black,Win,54,60.8,60.8,17,Friday,Black,1002,1,54,-1
2022-09-30,1 min,Dizzyscar,LastEmpero,962,960,United States,United States,White,Win,70.8,57.9,70.8,50,Friday,White,960,1,57.9,1
2022-09-30,1 min,Dizzyscar,InnocentJellyfish,954,940,United States,Italy,Black,Loss,75.7,73.1,75.7,33,Friday,White,940,0,73.1,1
2022-09-30,1 min,cowgambit,Dizzyscar,964,963,Colombia,United States,White,Loss,42.2,46.3,46.3,37,Friday,Black,964,0,42.2,-1
2022-09-30,1 min,Dizzyscar,heshamshawky30,971,921,United States,Egypt,White,Win,52,55.2,52,37,Friday,White,921,1,55.2,1
2022-09-30,1 min,Kirill3713,Dizzyscar,1010,964,United States,United States,White,Loss,61.3,50.4,50.4,36,Friday,Black,1010,0,61.3,-1
2022-09-30,1 min,Dizzyscar,VitorNilson1,971,958,United States,Brazil,Black,Loss,44.8,60.7,44.8,16,Friday,White,958,0,60.7,1
2022-09-30,1 min,Dizzyscar,flaquita_2502,980,1026,United States,Mexico,Black,Loss,66.9,79.8,66.9,30,Friday,White,1026,0,79.8,1
2022-09-30,1 min,Dizzyscar,ZolanDonald202,987,1017,United States,New Zealand,White,Win,86.5,72.7,86.5,29,Friday,White,1017,1,72.7,1
2022-09-30,1 min,AmigoOnFire13,Dizzyscar,964,978,United States,United States,Black,Win,74,66.3,66.3,24,Friday,Black,964,1,74,-1
2022-09-30,1 min,LeonidaXlegend,Dizzyscar,914,970,Italy,United States,Black,Win,39,38,38,30,Friday,Black,914,1,39,-1
2022-09-30,1 min,fyanraddis,Dizzyscar,1022,963,United States,United States,White,Loss,85.7,73.9,73.9,15,Friday,Black,1022,0,85.7,-1
2022-09-30,1 min,Dizzyscar,redonpaul,970,973,United States,France,White,Win,78.4,64.2,78.4,33,Friday,White,973,1,64.2,1
2022-09-30,1 min,Dizzyscar,timmy1970,962,917,United States,Italy,White,Win,79.4,89.5,79.4,30,Friday,White,917,1,89.5,1
2022-09-30,1 min,simu2109,Dizzyscar,956,955,Switzerland,United States,White,Loss,63.2,48.7,48.7,25,Friday,Black,956,0,63.2,-1
2022-09-30,3 min,Dizzyscar,joelesuperstar,815,816,United States,Italy,Black,Loss,50.9,50.1,50.9,27,Friday,White,816,0,50.1,1
2022-09-30,3 min,UnordinarySagarTewari,Dizzyscar,793,823,India,United States,White,Loss,94.1,73.7,73.7,11,Friday,Black,793,0,94.1,-1
2022-09-30,3 min,Rollex19,Dizzyscar,825,832,Austria,United States,Black,Win,56.4,70.6,70.6,39,Friday,Black,825,1,56.4,-1
2022-09-30,1 min,Dizzyscar,Lot_fi,963,948,United States,Algeria,White,Win,83,71.9,83,27,Friday,White,948,1,71.9,1
2022-09-30,1 min,Dizzyscar,ViMV,955,930,United States,Brazil,White,Win,73.3,59.9,73.3,38,Friday,White,930,1,59.9,1
2022-09-30,1 min,BomberManSC2,Dizzyscar,938,947,Lithuania,United States,Black,Win,80.8,64.4,64.4,18,Friday,Black,938,1,80.8,-1
2022-09-30,1 min,Winningking1453,Dizzyscar,927,939,United Kingdom,United States,Black,Win,46.5,42.7,42.7,48,Friday,Black,927,1,46.5,-1
2022-09-30,1 min,Dizzyscar,Joshua171291,931,963,United States,India,Black,Loss,60.2,61.1,60.2,39,Friday,White,963,0,61.1,1
2022-09-30,1 min,Dizzyscar,Kewan_Gan,939,1010,United States,France,Black,Loss,69.4,80.8,69.4,36,Friday,White,1010,0,80.8,1
2022-09-30,1 min,sssbrum,Dizzyscar,899,946,Japan,United States,White,Loss,83.6,62.4,62.4,13,Friday,Black,899,0,83.6,-1
2022-09-30,1 min,noahdejardin,Dizzyscar,978,956,Belgium,United States,Draw,Draw,78.6,79.5,79.5,51,Friday,Black,978,0,78.6,-1
2022-09-30,1 min,Dizzyscar,Fjazz75,955,969,United States,Italy,White,Win,68.1,61,68.1,45,Friday,White,969,1,61,1
2022-09-30,1 min,jaj45,Dizzyscar,967,946,France,United States,White,Loss,68.1,73.4,73.4,44,Friday,Black,967,0,68.1,-1
2022-09-30,3 min,Nebunu5,Dizzyscar,820,824,Romania,United States,White,Loss,61.4,51.7,51.7,24,Friday,Black,820,0,61.4,-1
2022-09-30,3 min,Dizzyscar,game_boyy,833,823,United States,Poland,White,Win,63.3,57.3,63.3,50,Friday,White,823,1,57.3,1
2022-09-30,10 min,Dizzyscar,MrSapphire,993,1020,United States,United Kingdom,White,Win,75.2,67.4,75.2,35,Friday,White,1020,1,67.4,1
2022-09-30,10 min,MrSapphire,Dizzyscar,1029,982,United Kingdom,United States,Draw,Draw,72.1,74.2,74.2,61,Friday,Black,1029,0,72.1,-1
2022-09-30,10 min,Alok03,Dizzyscar,1025,981,India,United States,White,Loss,36.7,33.6,33.6,18,Friday,Black,1025,0,36.7,-1
2022-09-30,1 min,Dizzyscar,gahhdsjh,954,924,United States,Germany,White,Win,97.8,76.1,97.8,18,Friday,White,924,1,76.1,1
2022-09-30,1 min,Dizzyscar,RenSolar,946,964,United States,New Zealand,White,Win,70.5,41.9,70.5,16,Friday,White,964,1,41.9,1
2022-09-30,1 min,96Gigi96,Dizzyscar,950,937,Italy,United States,Black,Win,70.2,76.5,76.5,33,Friday,Black,950,1,70.2,-1
2022-09-30,1 min,Iamsathishyalla,Dizzyscar,953,928,India,United States,Black,Win,66,64.4,64.4,42,Friday,Black,953,1,66,-1
2022-09-30,1 min,Dizzyscar,kokoszewski,919,840,United States,Poland,White,Win,65.7,64.6,65.7,35,Friday,White,840,1,64.6,1
2022-09-29,1 min,liborminus,Dizzyscar,882,912,United States,United States,Black,Win,51.5,52.8,52.8,23,Thursday,Black,882,1,51.5,-1
2022-09-29,1 min,Dizzyscar,uriel_six,904,939,United States,Mexico,Black,Loss,59.7,70.1,59.7,39,Thursday,White,939,0,70.1,1
2022-09-29,1 min,Nathan0001,Dizzyscar,962,912,Canada,United States,White,Loss,67.9,51.8,51.8,24,Thursday,Black,962,0,67.9,-1
2022-09-29,1 min,Dizzyscar,Kawabhai,919,874,United States,India,White,Win,76.4,77.8,76.4,39,Thursday,White,874,1,77.8,1
2022-09-29,1 min,beerman51,Dizzyscar,951,912,United States,United States,White,Loss,80.2,70.9,70.9,44,Thursday,Black,951,0,80.2,-1
2022-09-29,1 min,rathegreat,Dizzyscar,890,919,India,United States,White,Loss,55.2,52.4,52.4,46,Thursday,Black,890,0,55.2,-1
2022-09-29,1 min,Dizzyscar,ponchodesu,928,986,United States,Mexico,Black,Loss,52.2,48.5,52.2,33,Thursday,White,986,0,48.5,1
2022-09-29,1 min,Dizzyscar,inpresso,935,840,United States,United States,White,Win,71.5,75.8,71.5,23,Thursday,White,840,1,75.8,1
2022-09-29,1 min,inpresso,Dizzyscar,846,929,United States,United States,Black,Win,61,67.2,67.2,16,Thursday,Black,846,1,61,-1
2022-09-29,1 min,Dizzyscar,JambonOeufFromage,923,883,United States,France,White,Win,83.3,82.1,83.3,22,Thursday,White,883,1,82.1,1
2022-09-29,1 min,sia231,Dizzyscar,944,916,India,United States,White,Loss,91.7,60.3,60.3,8,Thursday,Black,944,0,91.7,-1
2022-09-29,1 min,Dizzyscar,ROB242424,924,905,United States,United Kingdom,White,Win,89.9,79.3,89.9,32,Thursday,White,905,1,79.3,1
2022-09-29,1 min,Siman1,Dizzyscar,854,916,Canada,United States,Black,Win,55.1,56.4,56.4,27,Thursday,Black,854,1,55.1,-1
2022-09-29,1 min,Rishvenky,Dizzyscar,941,909,United States,United States,Black,Win,52.8,64.4,64.4,29,Thursday,Black,941,1,52.8,-1
2022-09-29,1 min,Dizzyscar,nojoyhere,900,897,United States,Scotland,White,Win,67,70.5,67,28,Thursday,White,897,1,70.5,1
2022-09-29,1 min,Dizzyscar,Koki198,892,894,United States,Paraguay,Black,Loss,57.4,77.5,57.4,22,Thursday,White,894,0,77.5,1
2022-09-29,1 min,Alessio28041987,Dizzyscar,921,900,Italy,United States,White,Loss,95.3,74.3,74.3,13,Thursday,Black,921,0,95.3,-1
2022-09-29,1 min,Dizzyscar,tbakk,908,906,United States,United States,Black,Loss,57.7,59.6,57.7,35,Thursday,White,906,0,59.6,1
2022-09-29,1 min,buddy310,Dizzyscar,941,916,United States,United States,White,Loss,100,73.9,73.9,10,Thursday,Black,941,0,100,-1
2022-09-29,1 min,KudaHitamy,Dizzyscar,880,924,Indonesia,United States,Black,Win,57.1,57,57,30,Thursday,Black,880,1,57.1,-1
2022-09-29,1 min,Dizzyscar,xaolinmonk,917,889,United States,Zambia,Black,Loss,58.9,90.5,58.9,10,Thursday,White,889,0,90.5,1
2022-09-29,1 min,EmirShahXIV,Dizzyscar,948,926,United States,United States,White,Loss,87.2,72.4,72.4,54,Thursday,Black,948,0,87.2,-1
2022-09-29,1 min,Dizzyscar,kemik34,934,882,United States,Türkiye,White,Win,40.6,26.3,40.6,28,Thursday,White,882,1,26.3,1
2022-09-29,1 min,Durval_Balbino_Neto,Dizzyscar,922,927,Brazil,United States,White,Loss,77.9,59.5,59.5,13,Thursday,Black,922,0,77.9,-1
2022-09-29,1 min,Dizzyscar,TigerTri,935,896,United States,Vietnam,White,Win,56.4,55.7,56.4,37,Thursday,White,896,1,55.7,1
2022-09-29,1 min,xorazm,Dizzyscar,877,928,Uzbekistan,United States,Black,Win,63.2,58.1,58.1,27,Thursday,Black,877,1,63.2,-1
2022-09-29,1 min,Dizzyscar,Chatroomcity,921,879,United States,United Kingdom,White,Win,70.4,75.1,70.4,39,Thursday,White,879,1,75.1,1
2022-09-29,1 min,Dizzyscar,rsheat,914,934,United States,United States,Black,Loss,60,61.7,60,57,Thursday,White,934,0,61.7,1
2022-09-29,1 min,JRamakrishnan,Dizzyscar,897,922,International,United States,Black,Win,74.6,73.8,73.8,28,Thursday,Black,897,1,74.6,-1
2022-09-29,1 min,Dizzyscar,LEA1981,914,959,United States,Zimbabwe,Black,Loss,58,77.2,58,25,Thursday,White,959,0,77.2,1
2022-09-29,1 min,chrisjg150,Dizzyscar,926,921,United States,United States,Black,Win,64.4,62.7,62.7,31,Thursday,Black,926,1,64.4,-1
2022-09-29,1 min,Dizzyscar,AntoniusKingOfPawns,912,893,United States,Canada,Black,Loss,66.5,63.6,66.5,39,Thursday,White,893,0,63.6,1
2022-09-29,1 min,Difern,Dizzyscar,952,921,United States,United States,White,Loss,71.9,65.5,65.5,36,Thursday,Black,952,0,71.9,-1
2022-09-29,1 min,aaryankotharii,Dizzyscar,974,929,India,United States,White,Loss,57.7,55.9,55.9,29,Thursday,Black,974,0,57.7,-1
2022-09-29,1 min,Dizzyscar,EduardoFigura,936,967,United States,Brazil,Black,Loss,60.1,71.8,60.1,25,Thursday,White,967,0,71.8,1
2022-09-29,1 min,patrickh32,Dizzyscar,958,944,United States,United States,White,Loss,75.9,61.1,61.1,25,Thursday,Black,958,0,75.9,-1
2022-09-29,1 min,demdedd,Dizzyscar,948,952,United States,United States,Black,Win,70.8,68.5,68.5,22,Thursday,Black,948,1,70.8,-1
2022-09-29,1 min,Ercel22,Dizzyscar,928,944,France,United States,Black,Win,61.2,78.8,78.8,13,Thursday,Black,928,1,61.2,-1
2022-09-29,1 min,Dizzyscar,robynkanner,936,908,United States,United States,White,Win,76.9,63.9,76.9,29,Thursday,White,908,1,63.9,1
2022-09-29,1 min,Dizzyscar,lubiezupeee,928,921,United States,Poland,Black,Loss,44.7,98.2,44.7,5,Thursday,White,921,0,98.2,1
2022-09-29,1 min,Dizzyscar,uzaydurdu44,946,930,United States,Germany,White,Win,79.2,59.5,79.2,30,Thursday,White,930,1,59.5,1
2022-09-29,1 min,stringerbell473,Dizzyscar,975,938,France,United States,White,Loss,61.9,69.2,69.2,44,Thursday,Black,975,0,61.9,-1
2022-09-29,1 min,Fale7k,Dizzyscar,945,946,Saudi Arabia,United States,White,Loss,79.4,59.9,59.9,20,Thursday,Black,945,0,79.4,-1
2022-09-29,1 min,skian1997,Dizzyscar,1007,954,United States,United States,White,Loss,67.2,66,66,35,Thursday,Black,1007,0,67.2,-1
2022-09-29,1 min,Dizzyscar,SevereSouth,961,904,United States,South Africa,White,Win,59.7,80.1,59.7,23,Thursday,White,904,1,80.1,1
2022-09-29,1 min,Dizzyscar,nicobc14,954,921,United States,Argentina,White,Win,90.1,82.5,90.1,42,Thursday,White,921,1,82.5,1
2022-09-29,1 min,Dizzyscar,Prof-Stebel,946,1005,United States,Ukraine,Black,Loss,75.4,86.4,75.4,39,Thursday,White,1005,0,86.4,1
2022-09-29,1 min,joshuapaiva,Dizzyscar,916,953,Portugal,United States,Black,Win,70.8,67.3,67.3,35,Thursday,Black,916,1,70.8,-1
2022-09-29,1 min,Dizzyscar,sonnyma,946,1000,United States,Denmark,Black,Loss,21.3,44.8,21.3,10,Thursday,White,1000,0,44.8,1
2022-09-29,1 min,htham2706,Dizzyscar,978,953,Vietnam,United States,White,Loss,44.3,39.5,39.5,30,Thursday,Black,978,0,44.3,-1
2022-09-29,1 min,Dizzyscar,abdgun,961,980,United States,Norway,White,Win,58,44.7,58,11,Thursday,White,980,1,44.7,1
2022-09-29,1 min,Paterrible80,Dizzyscar,960,952,Belgium,United States,White,Loss,62.7,54.4,54.4,41,Thursday,Black,960,0,62.7,-1
2022-09-29,1 min,Ahmedhamdy2022,Dizzyscar,991,960,Egypt,United States,White,Loss,69.7,69.2,69.2,33,Thursday,Black,991,0,69.7,-1
2022-09-29,1 min,Dizzyscar,jcohen100,968,991,United States,Israel,White,Win,73.9,78.8,73.9,39,Thursday,White,991,1,78.8,1
2022-09-29,1 min,DragonShubh,Dizzyscar,991,959,India,United States,Black,Win,59.5,70.3,70.3,22,Thursday,Black,991,1,59.5,-1
2022-09-28,1 min,Dizzyscar,tman98,950,955,United States,United States,White,Win,51.5,59.9,51.5,33,Wednesday,White,955,1,59.9,1
2022-09-28,1 min,sahkulu,Dizzyscar,972,942,Türkiye,United States,Black,Win,51.7,46.6,46.6,40,Wednesday,Black,972,1,51.7,-1
2022-09-28,1 min,Dizzyscar,hdsggwgegeg,933,931,United States,Thailand,Black,Loss,69.9,67.8,69.9,9,Wednesday,White,931,0,67.8,1
2022-09-28,1 min,nasrul-cinta-imama,Dizzyscar,934,941,Indonesia,United States,Black,Win,39,42.1,42.1,40,Wednesday,Black,934,1,39,-1
2022-09-28,1 min,Dizzyscar,akamuchi,933,976,United States,Italy,Black,Loss,60.9,67.9,60.9,41,Wednesday,White,976,0,67.9,1
2022-09-28,1 min,Dizzyscar,trance88,940,932,United States,China,Black,Loss,59.7,68.9,59.7,24,Wednesday,White,932,0,68.9,1
2022-09-28,1 min,ChefBirb,Dizzyscar,948,949,United States,United States,White,Loss,76.5,57.1,57.1,9,Wednesday,Black,948,0,76.5,-1
2022-09-28,1 min,chessfan20211,Dizzyscar,985,957,Vietnam,United States,White,Loss,58.9,32.9,32.9,4,Wednesday,Black,985,0,58.9,-1
2022-09-28,1 min,Dizzyscar,Hector_Briseno,965,935,United States,Mexico,White,Win,58,57.4,58,31,Wednesday,White,935,1,57.4,1
2022-09-28,1 min,Dizzyscar,nathanelkins,957,927,United States,United States,White,Win,68.6,56.1,68.6,17,Wednesday,White,927,1,56.1,1
